_archivo,id_modelo,modelo,referenciaWeb,url,title,price,mainImage,allMainImages,description,desc,desc2
141792612.json,141792612,6307606+00+02,6307606 00 01,https://www.hepco-becker.es/soporte-alforjas-moto/13293-soporte-alforjas-moto-c-bow-para-triumph-rocket-iii-r-gt-2020--4042545691608.html,SOPORTE ALFORJAS MOTO C-BOW PARA TRIUMPH ROCKET III R / GT (2020-),"225,30&nbsp;€",https://www.hepco-becker.es/13446-large_default/soporte-alforjas-moto-c-bow-para-triumph-rocket-iii-r-gt-2020-.jpg,https://www.hepco-becker.es/13446-large_default/soporte-alforjas-moto-c-bow-para-triumph-rocket-iii-r-gt-2020-.jpg,"El soporte C-Bow está diseñado para acoplar una amplia gama de alforjas o bolsas Hepco-Becker, dependiendo del modelo de motocicleta. Las bolsas blandas, para motocicletas deportivas y dinámicas, y las alforjas para choppers y cruisers se adaptan perfectamente a la motocicleta con este soporte C-Bow.

Su diseño elegante y discreto encaja perfectamente en las líneas generales de los vehículos. Naturalmente, mantiene las alforjas alejadas del tubo de escape caliente. La moderna tecnología C-Bow permite que las bolsas se coloquen de forma rápida y sencilla en el C-Bow con un solo clic, bloqueándolas firmemente para evitar robos.

Las bolsas están fijadas de forma segura a la motocicleta y permanecen en su posición incluso cuando están cargadas. En muchos modelos, los intermitentes permanecen en su posición original, pero muchos otros modelos no son compatibles o se tienen que desplazar. Por favor, consulte el manual de su motocicleta para obtener más información.

Características:

 > Soporte especial solo para bolsas y cajas Hepco-Becker C-Bow.

 > El equipaje rígido normal de Hepco-Becker no es compatible con este sistema de portaequipaje.

 > Fácil montaje.

 > Incluye: lado derecho, lado izquierdo, kit de montaje, manual

 > Carga recomendada: 5 kg por bolsa (consulte el manual o el fabricante de la motocicleta para obtener más información).

 > Se puede combinar principalmente con soportes de baúl, asideros u otro portaequipajes trasero (consulte el manual o la información específica de la motocicleta).

 > Las ampliaciones de la parrilla trasera posiblemente limiten la función de las bolsas.","REFERENCIA
6307606 00 01",Portamaletas lateral específico para la Triumph Rocket III R y GT de 2020.
141792718.json,141792718,6587654+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141792724.json,141792724,6617594+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141792820.json,141792820,6612549+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141792827.json,141792827,6617656+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141792828.json,141792828,6617570+01+01,6617570 01 01,https://www.hepco-becker.es/soporte-baul-moto/12866-soporte-baul-moto-easyrack-para-kymco-xciting-s-400i-abs-2019-.html,SOPORTE BAÚL MOTO EASYRACK PARA KYMCO XCITING S 400I ABS (2019-),"219,30&nbsp;€",,,,"REFERENCIA
6617570 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141792833.json,141792833,6627596+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141792834.json,141792834,6627604+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141792880.json,141792880,6614569+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141792898.json,141792898,8007530+00+01,8007530 00 01,https://www.hepco-becker.es/portaequipaje-moto/12673-ampliacion-trasera-para-ducati-scrambler-800-2015-2018.html,AMPLIACIÓN TRASERA PARA DUCATI SCRAMBLER 800 (2015-2018),"167,00&nbsp;€",,,,"REFERENCIA
8007530 00 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141792921.json,141792921,6537594+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141793660.json,141793660,6807594+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141793667.json,141793667,6807577+01+01,6807577 01 01,https://www.hepco-becker.es/portaequipaje-moto/12897-soporte-trasero-moto-minirack-para-ducati-hypermotard-950-sp-2019--4042545757236.html,SOPORTE TRASERO MOTO MINIRACK PARA DUCATI HYPERMOTARD 950 / SP (2019-),"259,40&nbsp;€",,,,"REFERENCIA
6807577 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141793684.json,141793684,6809534+01+01,6809534 01 01,https://www.hepco-becker.es/portaequipaje/13624-soporte-trasero-moto-smartrack-para-honda-crf-300-l-2021--4042545757724.html,SOPORTE TRASERO MOTO SMARTRACK PARA HONDA CRF 300 L (2021-),"178,70&nbsp;€",https://www.hepco-becker.es/18724-large_default/soporte-trasero-moto-smartrack-para-honda-crf-300-l-2021-.jpg,https://www.hepco-becker.es/18724-large_default/soporte-trasero-moto-smartrack-para-honda-crf-300-l-2021-.jpg,"La solución de equipaje delgada, ligera y discreta de Hepco-Becker. El portaequipajes mini ofrece la posibilidad de fijar individualmente equipaje blando a la parte trasera de la motocicleta. Se puede amarrar una mochila o un bolso a través de las ranuras laterales.

> Carga recomendada 3-5 kg (tenga en cuenta la información específica del vehículo, las instrucciones de montaje proporcionadas y la información del fabricante de la motocicleta)

> NO apto para maletas superiores

> NO es necesario un ABE o registro

> Recubrimiento en polvo de alta calidad

> Construcción sólida hecha en Alemania","REFERENCIA
6809534 01 01","Portaequipajes trasero discreto para llevar equipaje blando más pequeño.

No apto para maletas superiores"
141793696.json,141793696,6807570+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141794070.json,141794070,6547571+01+02,6547571 01 01,https://www.hepco-becker.es/soporte-baul-moto/12930-soporte-baul-moto-tubular-para-royal-enfield-interceptor-650-2018-2020-continental-gt-650-2019-.html,SOPORTE BAÚL MOTO TUBULAR PARA ROYAL ENFIELD INTERCEPTOR 650 (2018-2020) / CONTINENTAL GT 650 (2019-),"176,20&nbsp;€",https://www.hepco-becker.es/11169-large_default/soporte-baul-moto-tubular-para-royal-enfield-interceptor-650-2018-2020-continental-gt-650-2019-.jpg,https://www.hepco-becker.es/11169-large_default/soporte-baul-moto-tubular-para-royal-enfield-interceptor-650-2018-2020-continental-gt-650-2019-.jpg,,"REFERENCIA
6547571 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141794250.json,141794250,670916+00+01,670916 00 01,https://www.hepco-becker.es/portaequipaje-moto/1129-soporte-trasero-moto-sportrack-para-honda-cbr-1000-rr-fireblade-sp-2014-2016-4042545541712.html,SOPORTE TRASERO MOTO SPORTRACK PARA HONDA CBR 1000 RR FIREBLADE SP (2014-2016),"210,40&nbsp;€",https://www.hepco-becker.es/1129-large_default/soporte-trasero-moto-sportrack-para-honda-cbr-1000-rr-fireblade-sp-2014-2016.jpg,https://www.hepco-becker.es/1129-large_default/soporte-trasero-moto-sportrack-para-honda-cbr-1000-rr-fireblade-sp-2014-2016.jpg,,"REFERENCIA
670916 00 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
141794269.json,141794269,6702542+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349559.json,142349559,6527617+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349560.json,142349560,6617617+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349778.json,142349778,6553549+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349814.json,142349814,5167545+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349826.json,142349826,5167506+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349828.json,142349828,5167548+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349830.json,142349830,5167624+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349837.json,142349837,5167520+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349838.json,142349838,5167573+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349840.json,142349840,5167523+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349841.json,142349841,6557640+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349845.json,142349845,8007640+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349849.json,142349849,5167505+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349850.json,142349850,5167505+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142349851.json,142349851,5167535+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
