_archivo,id_modelo,referenciaWeb,modelo,url,title,price,mainImage,allMainImages,description
142520591.json,142520591,5903108628907,5903108628907,https://3mk.global/tempered-glass-for-samsung-galaxy-a36-a56-3mk-hardglass,Tempered glass for Samsung Galaxy A36/A56 - 3mk HardGlass,€6.90,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/f/7/f79c27b7-45d9-4755-8104-ddc203e79d4f-250.jpg,"https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/f/7/f79c27b7-45d9-4755-8104-ddc203e79d4f-250.jpg,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/0/1/01675c56-a842-4d2e-9cfb-8697ffa6f343-500.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/f/7/f79c27b7-45d9-4755-8104-ddc203e79d4f-250.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/0/1/01675c56-a842-4d2e-9cfb-8697ffa6f343-500.jpg","HardGlass Max Eco™

Be the change!

Imagine a world where every product you choose has a positive impact on the environment.

Sound like a dream? Not necessarily. Meet 3mk HardGlass Max Eco™ – a glass that combines unparalleled protection with environmental care. Designed with your phone and the planet in mind, 3mk HardGlass Max Eco™ is the choice that supports sustainability and allows you to care about both at the same time.

ECO FRIENDLY

HardGlass Max Eco™ is the ultimate in planet-friendly screen protection. As much as 60% of the materials used in its production are recycled, making it more environmentally friendly compared to traditional protective glass.

The material is also recyclable after use. Imagine if every glass in the world was manufactured with the environment in mind, how much of an impact would this have on the planet? For us, every step, even a small one, in this direction is important. Choose wisely, choose the future.

GRS CERTIFICATE

The Global Recycled Standard* (GRS) certification is an internationally recognized standard confirming that a product has been made from recycled materials.

It covers not only the recycled content of the materials, but also the traceability of the production process, environmental care, social and chemical responsibility. When you choose HardGlass Max Eco™, you are assured that you are choosing a product that has been manufactured to the highest environmental standards.

UNMATCHED 9H HARDNESS

Our protective glass has a hardness of 9H (Mohs scale), providing maximum scratch resistance and extending the life of your screen.

The glass is so hard that it can only be scratched by a diamond blade. So you can carry your phone with your keys or other sharp objects without worry.

FULL SCREEN COVERAGE

HardGlass Max Eco™ is designed to perfectly cover your phone's entire screen, providing maximum protection against mechanical damage.

This makes every millimeter of your phone safer than ever before.

REINFORCED EDGES

Our protective glass has reinforced edges that further protect the sides of your phone from damage.

This solution makes your phone even more resistant to accidental drops and impacts from different angles.

Set composition:
1 pc. HardGlass Max Eco™"
142520592.json,142520592,5903108620611,5903108620611,https://3mk.global/shatterproof-glass-for-samsung-galaxy-a36-a56-3mk-flexibleglass-pro,Shatterproof glass for Samsung Galaxy A36/A56 - 3mk FlexibleGlass Pro,€24.90,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/c/e/ceab3fff-bc0d-47b1-a9e8-df4178d4b150-250.jpg,"https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/c/e/ceab3fff-bc0d-47b1-a9e8-df4178d4b150-250.jpg,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/2/c/2c0934f8-a037-400e-a8a9-3ee755d4e413-512.jpg,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/f/6/f61a7172-99fd-457a-8ba6-1701cfd8f8a4-500.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/c/e/ceab3fff-bc0d-47b1-a9e8-df4178d4b150-250.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/f/6/f61a7172-99fd-457a-8ba6-1701cfd8f8a4-500.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/b/5/b5d6b50c-d596-45d8-81b2-a3253e37b7cf-501.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/f/4/f4279968-1ce1-4f65-910e-edb80236c864-502.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/b/4/b4004d80-bb43-4163-9f88-aa51c936d140-503.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/f/2/f2caedf2-f283-48ef-97a1-7dbc9165fcfc-504.jpg","FlexibleGlass Pro™ - Feel the power!

Hybrid glass for Samsung Galaxy A36/A56

Shatterproof glass

The strength of glass and the flexibility of film

Unbeatable even from 4 m*

Protects the screen during falls

Resistant to high temperatures

Reliable in hot situations

Shatterproof glass

FlexibleGlass Pro™ is shatterproof hybrid glass that effectively protects the screen from all kinds of damage, even in the most critical situations. The hybrid combining the strength of tempered glass with the flexibility of film offers modern PRO-level protection.

Unbeatable even from 4 m* FlexibleGlass Pro™ not only faces daily threats but is also resilient in the event of falls from great heights. When your smartphone experiences an extreme drop onto hard concrete, the glass absorbs the entire impact force, safeguarding the screen from scratches and cracks. The drop resistance from up to 4 m* has been confirmed in tests. You don't have to take the power of FlexibleGlass Pro™ on faith. *The device's resistance to a fall from a height of 4 m has been validated based on a test conducted under laboratory conditions, in accordance with the standardized measurement method 3mk 1-05.

Resistant to high temperatures

With FlexibleGlass Pro™, you are ensured reliable protection at all times, even in tough conditions, including high temperatures. The thermal resistance of our hybrid glass has been verified by the accredited research laboratory J.S. Hamilton.

Installation without complications During the installation of the glass on the screen, you might have to maneuver quite a bit… But not with FlexibleGlass Pro™! You can install our groundbreaking hybrid efficiently and hassle-free in the comfort of your home. The set includes clever accessories: Fit-In™ positioning stickers, Dust-Fix™ strips to remove leftover dirt and dust, cleaning cloths, and a special applicator. With such support, everything will go according to your plans. Bubbles and unevenness will no longer stand in your way!

The set includes
3mk FlexibleGlass Pro™ for Samsung Galaxy A36/A56,
Fit-In™ stickers - to facilitate glass positioning,
Dust-Fix™ strips - helping to remove dust particles,
Anti-Bubble Card™ - for removing air bubbles,
Cleaning Set - for screen cleaning,
packaging."
142520593.json,142520593,5903108614481,5903108614481,https://3mk.global/shatterproof-glass-for-redmi-note-14-5g-3mk-flexibleglass-pro,Shatterproof glass for Redmi Note 14 5G - 3mk FlexibleGlass Pro,€24.90,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/c/3/c371fd6b-05e6-455a-9e81-e8275aad7c52-250.jpg,"https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/c/3/c371fd6b-05e6-455a-9e81-e8275aad7c52-250.jpg,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/6/9/69eb16c8-88f3-4927-9f95-f199f3c72db0-500.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/c/3/c371fd6b-05e6-455a-9e81-e8275aad7c52-250.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/6/9/69eb16c8-88f3-4927-9f95-f199f3c72db0-500.jpg","FlexibleGlass Pro™ - Feel the power!

Hybrid glass for Redmi Note 14 5G

Shatterproof glass

The strength of glass and the flexibility of film

Unbeatable even from 4 m*

Protects the screen during falls

Resistant to high temperatures

Reliable in hot situations

Shatterproof glass

FlexibleGlass Pro™ is shatterproof hybrid glass that effectively protects the screen from all kinds of damage, even in the most critical situations. The hybrid combining the strength of tempered glass with the flexibility of film offers modern PRO-level protection.

Unbeatable even from 4 m* FlexibleGlass Pro™ not only faces daily threats but is also resilient in the event of falls from great heights. When your smartphone experiences an extreme drop onto hard concrete, the glass absorbs the entire impact force, safeguarding the screen from scratches and cracks. The drop resistance from up to 4 m* has been confirmed in tests. You don't have to take the power of FlexibleGlass Pro™ on faith. *The device's resistance to a fall from a height of 4 m has been validated based on a test conducted under laboratory conditions, in accordance with the standardized measurement method 3mk 1-05.

Resistant to high temperatures

With FlexibleGlass Pro™, you are ensured reliable protection at all times, even in tough conditions, including high temperatures. The thermal resistance of our hybrid glass has been verified by the accredited research laboratory J.S. Hamilton.

Installation without complications During the installation of the glass on the screen, you might have to maneuver quite a bit… But not with FlexibleGlass Pro™! You can install our groundbreaking hybrid efficiently and hassle-free in the comfort of your home. The set includes clever accessories: Fit-In™ positioning stickers, Dust-Fix™ strips to remove leftover dirt and dust, cleaning cloths, and a special applicator. With such support, everything will go according to your plans. Bubbles and unevenness will no longer stand in your way!

The set includes
3mk FlexibleGlass Pro™ for Redmi Note 14 5G,
Fit-In™ stickers - to facilitate glass positioning,
Dust-Fix™ strips - helping to remove dust particles,
Anti-Bubble Card™ - for removing air bubbles,
Cleaning Set - for screen cleaning,
packaging."
142520594.json,142520594,,5903108672993,https://3mk.global/search/5903108672993,,,,,
142520595.json,142520595,5903108660976,5903108660976,https://3mk.global/anti-shock-protective-film-for-samsung-galaxy-m56-3mk-silverprotection-plus,Anti-Shock Protective Film for Samsung Galaxy M56 - 3mk SilverProtection+,€11.90,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/0/a/0aacca40-722b-4766-9a0d-38544d57ef9f-250.jpg,"https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/0/a/0aacca40-722b-4766-9a0d-38544d57ef9f-250.jpg,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/f/d/fde0817d-94c2-4670-84ec-fbd1f37dfc2e-500.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/0/a/0aacca40-722b-4766-9a0d-38544d57ef9f-250.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/f/d/fde0817d-94c2-4670-84ec-fbd1f37dfc2e-500.jpg","SilverProtection+

Protective film for Samsung Galaxy M56

Antimicrobial

Kills up to 99% of bacteria, viruses, fungi, and mould

Increases durability

Strengthens your smartphone's screen by up to 400%!

Works around the clock

Destroys viruses, bacteria, fungi, and mould 24/7

Antimicrobial

Did you know that silver has 6000 years of experience in eliminating microorganisms? It has been used since ancient times, and now we have too! We have equipped the SilverProtection+ film with an antimicrobial coating based on silver nanoparticles. It's the only screen protection that ensures your safety while killing 99% of known viruses, bacteria, fungi, and mould. The coating works 24 hours a day, 7 days a week, maintaining full safety even when you can't properly disinfect your smartphone.

Wet application

SilverProtection+ is a breakthrough in installation. It has never been easier! You can apply the film using a special gel, which is 100% safe for the display, included in the package. Air bubbles and dust particles? Forget about them! The wet application guarantees excellent results and requires no prior experience.

Increased durability

SilverProtection+ enhances your smartphone's screen durability by up to 400%. Incredible, right? The multilayer structure of the film includes an impact-resistant layer that minimizes the risk of damaging your phone. Replacing the display can be costly and time-consuming. Save yourself that trouble.

Comfortable

Without unnecessary introductions – with SilverProtection+, we have combined what is essential. The film is so flexible that it fits snugly and permanently even to the most curved displays. Your finger glides over it like on tempered glass! And the cherry on top: a high-quality oleophobic layer that makes maintenance easier.

Self-healing

To extend the lifespan of the film, we have applied the Self-Heal™ coating. This means that SilverProtection+ repairs minor damages or scratches that occur during phone use on its own. Self-Heal™ ensures that you can enjoy an ideally smooth surface of the film for even longer!

The set includes
1 piece of SilverProtection+ for the Samsung Galaxy M56 screen,
Anti-Bubble Card™ - for removing air bubbles,
mounting gel,
Cleaning Set - for cleaning the screen,
packaging."
142520596.json,142520596,,5903108651875,https://3mk.global/search/5903108651875,,,,,
142520599.json,142520599,5903108567442,5903108567442,https://3mk.global/shatterproof-hybrid-glass-for-t-tablet-5g-3mk-flexibleglass,Shatterproof hybrid glass for T-Tablet 5G - 3mk FlexibleGlass,€17.90,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/5/f/5f01eb49-4177-4241-9b93-ae09df0bccb9-250.jpg,"https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/5/f/5f01eb49-4177-4241-9b93-ae09df0bccb9-250.jpg,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/e/6/e69853d8-979d-415c-9bd8-9f0968974397-500.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/5/f/5f01eb49-4177-4241-9b93-ae09df0bccb9-250.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/e/6/e69853d8-979d-415c-9bd8-9f0968974397-500.jpg","FlexibleGlass™ - There is only one true Flex

Hybrid glass for T-Tablet 5G

Ultra-thin

nearly invisible screen protector

Effective protection

strengthens the screen by up to 250% and is scratch-resistant

Antibacterial coating

ensures the safety of you and your FlexibleGlass™ phone

Protection you can't see

We know that the original look of a smartphone is important. That's why we created glass that not only protects the screen effectively but is also nearly invisible. Less than half a millimetre is a thickness that is truly hard to notice and feel with your fingers. This gives you the impression of your finger gliding over smooth glass. Need solid protection in a discreet form? Choose FlexibleGlass™!

A screen enhancement of 250% makes a difference. With our Flex, drops from heights onto hard surfaces will become harmless to your phone's display. The hybrid absorbs the impact energy, effectively protecting the display from shattering. Therefore, with FlexibleGlass™, you can use your phone stress-free even when climbing rocks.

Perfectly smooth screen

FlexibleGlass™ is highly scratch-resistant thanks to an additional ceramic layer, providing the glass with a hardness level of 7H. With our hybrid, you can be sure that your phone's screen will be like new, even after long-term use.

You can keep your smartphone in your pocket or bag with your keys, and our glass will ensure that not a single scratch appears on the display.

Custom fit

Choose a Flex dedicated to your phone model. This way, you can be sure that the glass will protect your display. Moreover, our hybrid adheres quickly and perfectly to the screen with the help of convenient Fit-In™ positioning stickers.

Opt for dedicated display protection and hassle-free installation. Choose FlexibleGlass™!

Guarding your safety

FlexibleGlass™ not only protects your smartphone's screen but also cares for your safety. The special antibacterial coating equipped in Flex provides protection against viruses and bacteria. We touch the smartphone screen dozens of times a day. Therefore, it's worth thinking not only about the safety of our device but also about our own safety.

Apply our reliable hybrid to your screen and forget about any threats lurking while using your smartphone!

Instant touch response

Nothing is more irritating than a non-responsive screen. That's why we ensured that FlexibleGlass™ reacts perfectly to touch. If you enjoy playing on your phone, go for our hybrid. We guarantee it won't let you down.

Touch and action. Moreover, thanks to the oleophobic layer, the display is protected from smudges. Stick on the Flex and enjoy a highly responsive and clean screen!

Package includes
• 1 piece of FlexibleGlass™ for the screen of T-Tablet 5G,
• Fit-In™ stickers - aiding glass positioning,
• Dust-Fix™ sheets - helping to remove dust particles,
• Anti-Bubble Card™ - for removing air bubbles,
• Cleaning Set - for cleaning the screen,
• packaging."
142520600.json,142520600,,5903108651844,https://3mk.global/search/5903108651844,,,,,
142520602.json,142520602,5903108655811,5903108655811,https://3mk.global/screen-protector-for-samsung-galaxy-s25-edge-3mk-1up-screen-protector-3-pieces,Screen protector for Samsung Galaxy S25 Edge - 3mk 1UP screen protector (3 pieces),€23.90,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/8/4/8497da32-2eb3-42b7-a4e6-73ccc77a5a2b-250.jpg,"https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/8/4/8497da32-2eb3-42b7-a4e6-73ccc77a5a2b-250.jpg,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/b/d/bdf68ebc-e38a-4cbd-9c64-267a11bcfb40-500.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/8/4/8497da32-2eb3-42b7-a4e6-73ccc77a5a2b-250.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/b/d/bdf68ebc-e38a-4cbd-9c64-267a11bcfb40-500.jpg","First screen protection on the market created for mobile gamers by 3mk Protection.

Feel the difference on the screen!

It provides faster touch response and perfect finger glide across the screen's surface.

No dust and oily stains

The oleophobic layer reduces dust attraction and the formation of oily stains.

Simplicity and reliability

1UP offers quick and easy installation, and three sheets of film in one package.

Increased finger glide and faster touch response

Fewer worries. More focus. The 1UP screen protector is a film that strengthens your smartphone’s screen, ensuring that your device withstands every game! It’s only 0.23 mm thick, so it doesn’t reduce touch sensitivity, and your finger glides over it like it’s tempered glass.

No dust and oily stains

Resistance to dust and stains? That’s one thing. However, anyone who has ever played or even just sent SMS knows how annoying the phenomenon, commonly referred to as ""screen smudging,"" can be. Stains on the display reduce visibility, not to mention the aesthetics and hygiene aspects.

And who hasn’t wiped stains off the screen with a sleeve or another piece of clothing? Exactly. However, the 1UP screen protector is resistant to smudging. Even when you’re playing and eating something delicious!

Simplicity and reliability

We don’t like air bubbles, difficult installations, and short expiry dates that make a new film practically useless after 3, 2, 1… That’s why the 1UP screen protector offers quick and easy installation, and comes with three of our films in one package—each with a durability rating of up to 20,000 cycles.

It’s the best performance and great conditions for gaming for 4 months! After that? If you want, you can replace the film with a new one and keep playing!

Up to 400% screen reinforcement

1UP is a new brand from 3mk and the creator of the screen protector—a transparent film that combines everything new technologies offer for smartphones. It’s not just about more fun while playing thanks to its sensory properties, but also enhanced screen durability (up to 400%!) and a few other little details you’ll definitely appreciate.

If you’re almost never without your phone, you’ll know you can expect more from your film. And we know that this ""more"" makes all the difference!

Simple and safe wet installation

The 1UP screen protector is installed wet using a special gel that is safe for your smartphone.

This ensures quick and easy installation of the film, which will perfectly protect your smartphone’s screen.

Does not distort colors and screen brightness

During the most intense gameplay, every detail matters. That’s why we paid special attention to ensuring that the film, aside from incredible protection, doesn’t distort the displayed image in any way.

You’ll win because nothing will escape your attention.

Set includes
•3 pcs. 1UP screen protector for Samsung Galaxy S25 Edge screen,
•squeegee - for removing air bubbles,
•Cleaning Set - for cleaning the screen,
•10 ml installation gel,
•packaging."
142520603.json,142520603,,5903108651639,https://3mk.global/search/5903108651639,,,,,
142520605.json,142520605,,5903108625296,https://3mk.global/search/5903108625296,,,,,
142520607.json,142520607,5903108619059,5903108619059,https://3mk.global/lens-protection-for-apple-iphone-15-pro-3mk-hardy-lens-protection-pro-24,Lens protection for Apple iPhone 15 Pro - 3mk HARDY Lens Protection Pro,€18.90,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/3/b/3b98aab4-84cf-463b-9f90-3171c588cb5e-250.jpg,"https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/3/b/3b98aab4-84cf-463b-9f90-3171c588cb5e-250.jpg,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/d/1/d15b11e4-8680-43e1-8369-592eaf0e9fbe-508.jpg,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/7/1/71a5091e-f1d2-4472-824f-787ac7e18c12-500.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/3/b/3b98aab4-84cf-463b-9f90-3171c588cb5e-250.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/7/1/71a5091e-f1d2-4472-824f-787ac7e18c12-500.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/e/8/e807de64-56bb-49e0-81c4-fb1b13abead2-501.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/d/6/d6bef8c3-4ab7-442e-bb90-1395bdfc2360-502.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/f/4/f46978cd-fe81-440b-825e-f3903eb85ba8-503.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/0/7/074fb6a7-2623-44db-a084-b6581dfb74ed-504.jpg","HARDY® Lens Protection Pro™ for Samsung Galaxy S25 Ultra

Perfect camera picture

Perfect image

Neutral for photo and video quality

Durable

hardness rating 9H

Shatterproof glass

No harmful shards

Premium glass in every layer

If the advanced camera was one of the main reasons you bought an iPhone or Samsung Galaxy, but you’re wary of losing image clarity by protecting the lens, HARDY® Lens Protection Pro™ is the perfect solution for you. The perfectly transparent and precisely fitting protective glass is 100% neutral for the quality of photos and videos created, as well as for the phone's design. You install it and forget you’re protecting the lenses. The joy and photographic results are the same as before!

Maximally hard and strong protection

Naturally simple installation and removal

Sticking lenses to lenses can be difficult and tiring, which is why HARDY® Lens Protection Pro™ effectively solves this problem. The manufacturer has equipped the glass with a special mounting frame, tailored to the specific model of iPhone or Samsung Galaxy, so the installation takes literally seconds and is always successful.

Removal of the glass is equally trouble-free and convenient. The whole process resembles... opening a bottle. The construction features a small cut-out that allows you to ""unscrew"" the lenses from the camera.

Consistency with the flagship colour palette

HARDY® Lens Protection Pro™ reliably protects the camera while being discreet. The glass is practically invisible and imperceptible on the lenses. The manufacturer has ensured various colour versions, all perfectly consistent with the colour palette of individual iPhone and Samsung Galaxy models.

You receive a guarantee that HARDY® Lens Protection Pro™ will blend perfectly with the appearance of your device – without adding bulk or interfering with the original design.

The set includes
1 set of HARDY® Lens Protection Pro™ for Samsung Galaxy S25 Ultra,
moistened cloth,
dry cloth,
packaging."
142520608.json,142520608,5903108675215,5903108675215,https://3mk.global/unbreakable-glass-for-apple-iphone-air-3mk-flexibleglass-pro,Unbreakable glass for Apple iPhone Air - 3mk FlexibleGlass Pro,€24.90,https://3mk.global/media/amasty/webp/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/5/5/55fee63e-54e5-43a1-a787-7462051aa7a4-250_jpg.webp,"https://3mk.global/media/amasty/webp/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/5/5/55fee63e-54e5-43a1-a787-7462051aa7a4-250_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/9/6/96343fea-e7b4-46f0-a740-fa3a8b8f2c3f-512_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/4/c/4c7ecfbe-5c39-4f06-b648-134d5d46497a-500_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/5/5/55fee63e-54e5-43a1-a787-7462051aa7a4-250_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/4/c/4c7ecfbe-5c39-4f06-b648-134d5d46497a-500_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/8/c/8c1f0246-e7a2-4ae4-b994-56ba3b0f778f-501_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/f/f/ff909dc6-2883-4a4b-a447-880eb3944840-502_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/7/6/767fc53f-0801-460d-8b9a-e85bd7d025da-503_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/8/3/83ce5a83-fd9c-4040-a65c-d47801164f3a-504_jpg.webp","FlexibleGlass Pro™ - Feel the power!

Hybrid glass for Apple iPhone Air

Shatterproof glass

The glass's durability and the film's flexibility

Unbeatable even from 4 m*

Protects the screen during a fall

Resistant to high temperatures

Reliable in hot situations

Shatterproof glass

FlexibleGlass Pro™ is shatterproof hybrid glass that effectively protects the screen from all kinds of damage, even in the most critical situations. A hybrid that combines the toughness of tempered glass with the flexibility of a film offers modern protection in the PRO version.

Unbeatable even from 4 m* FlexibleGlass Pro™ not only withstands everyday threats but also stands firm in the event of falls from great heights. When your smartphone experiences an extreme drop onto hard concrete, the glass absorbs all the impact force, protecting the screen from scratches and cracks. The fall resistance from as high as 4 m* has been confirmed in tests. You don't have to take the power of FlexibleGlass Pro™ on trust. *The device's resistance to a fall from a height of 4 m has been confirmed based on a test conducted under laboratory conditions, in accordance with the standardized measurement method 3mk 1-05.

Resistant to high temperatures

With FlexibleGlass Pro™, you have reliable protection at all times, even in difficult conditions, including high temperatures. The thermal resistance of our hybrid glass has been verified by the accredited research laboratory J.S. Hamilton.

Installation without complications Installing the glass on the screen can be quite tricky... But not with FlexibleGlass Pro™! You can install our groundbreaking hybrid smoothly and without hassle in the comfort of your home. The set includes handy accessories: Fit-In™ positioning stickers, Dust-Fix™ sheets for removing leftover dirt and dust, cleaning cloths, and a special squeegee. With this support, everything will go according to your plan. Bubbles and imperfections will no longer stand in your way!

The set includes
3mk FlexibleGlass Pro™ glass for Apple iPhone Air,
Fit-In™ stickers - for easy glass positioning,
Dust-Fix™ sheets - to help remove dust particles,
Anti-Bubble Card™ - for removing air bubbles,
Cleaning Set - for cleaning the screen,
packaging."
